Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1121,30,7,59,8263,0,1,0,1,9,2,0,0,6,5,1920,1950,1,3,3,3,0,2,2,0,2,2,3,5,0,5,0,1012,1012,1,2,0,1,1012,0,0,1012,0,0,1,0,2,1,2,6,0,1,1,5,1920,2,1,308,2,2,0,0,22,112,0,0,0,5,2007,0,0,118400
1122,20,5,84,10084,0,0,0,0,5,2,0,0,7,5,2005,2006,1,15,15,1,196,1,2,2,1,2,1,0,24,5,0,1528,1552,1,0,0,0,1552,0,0,1552,0,0,2,0,3,1,1,7,0,0,5,1,2005,1,3,782,2,2,0,144,20,0,0,0,0,7,2006,3,5,212900
1123,20,5,70,8926,1,0,1,0,7,2,0,0,4,3,1956,1956,1,0,0,3,0,2,2,1,2,2,3,5,0,5,0,672,672,1,0,0,1,960,0,0,960,0,0,1,0,3,1,2,5,0,0,5,2,1956,2,1,288,2,2,0,64,0,0,0,160,0,10,2009,4,1,112000
1124,20,5,50,9405,0,0,0,0,7,2,0,0,5,9,1947,2008,3,15,15,3,0,2,0,1,2,2,3,5,0,5,0,698,698,1,0,0,0,698,0,0,698,0,1,1,0,2,1,2,4,0,0,5,6,1978,3,0,0,5,5,0,0,200,0,0,0,0,6,2009,0,0,118000
1125,80,5,70,9125,1,0,0,0,8,2,0,7,7,5,1992,1992,1,6,6,1,170,2,2,2,1,2,3,5,0,5,0,384,384,1,1,0,0,812,670,0,1482,0,0,2,1,3,1,1,7,0,1,2,1,1992,0,2,392,2,2,0,100,25,0,0,0,0,7,2007,0,0,163900
1126,20,5,60,10434,0,0,0,0,12,2,0,0,4,5,1955,1955,1,10,10,3,0,2,2,1,2,2,3,5,0,5,0,1005,1005,1,2,0,0,1005,0,0,1005,0,0,1,0,2,1,3,5,0,1,2,5,1977,2,2,672,3,3,0,0,0,0,0,0,0,11,2009,0,0,115000
1127,120,5,53,3684,0,0,0,0,0,2,3,0,7,5,2007,2007,3,15,15,1,130,1,2,2,1,2,3,5,0,5,0,1373,1373,1,0,0,0,1555,0,0,1555,0,0,2,0,2,1,1,7,0,1,2,1,2007,0,3,660,2,2,0,143,20,0,0,0,0,6,2009,0,0,174000
1128,20,5,182,14572,3,0,1,0,8,2,0,0,7,5,2004,2004,3,15,15,3,0,1,2,2,1,2,1,0,1300,5,0,230,1530,1,0,0,0,1530,0,0,1530,1,0,2,0,3,1,1,7,0,1,1,1,2004,0,3,630,2,2,0,144,36,0,0,0,0,11,2007,0,4,259000
1129,60,5,59,11796,1,0,0,0,8,2,0,3,7,5,2004,2005,1,15,15,3,0,1,2,2,1,2,1,5,0,5,0,847,847,1,0,0,0,847,1112,0,1959,0,0,2,1,4,1,1,8,0,1,1,3,2004,0,2,434,2,2,0,100,48,0,0,0,0,7,2007,0,0,215000
1130,90,7,60,7200,0,0,0,0,17,2,2,6,5,5,1980,1980,1,8,8,1,180,2,2,1,1,2,0,0,936,5,0,0,936,1,2,0,0,936,0,0,936,1,0,1,0,2,1,2,4,0,0,5,5,1980,2,2,672,2,2,0,49,0,0,0,0,0,8,2007,0,0,140000
1131,50,5,65,7804,0,0,0,0,18,2,0,1,4,3,1928,1950,1,17,10,3,0,2,2,0,2,2,3,2,622,5,0,500,1122,1,2,0,0,1328,653,0,1981,1,0,2,0,4,1,1,7,2,2,2,5,1981,2,2,576,2,2,0,431,44,0,0,0,0,12,2009,0,0,135000
1132,20,5,63,10712,0,0,0,0,11,2,0,0,5,5,1991,1992,1,6,6,3,0,2,2,2,1,2,2,2,212,5,0,762,974,1,2,0,0,974,0,0,974,0,0,1,0,3,1,2,5,0,0,5,6,1978,3,0,0,5,5,0,0,28,0,0,0,0,9,2007,9,1,93500
1133,70,7,90,9900,0,0,0,0,17,2,0,3,6,4,1880,1950,1,16,16,3,0,2,2,0,2,2,2,5,0,5,0,1008,1008,2,2,0,0,1178,1032,0,2210,0,0,2,0,5,1,3,8,0,0,5,5,1930,2,1,205,3,2,2,0,48,0,0,0,0,5,2007,0,0,117500
1134,60,5,80,9828,1,0,0,0,20,2,0,3,8,5,1995,1995,1,15,15,3,0,1,2,2,1,2,3,0,584,5,0,544,1128,1,0,0,0,1142,878,0,2020,0,0,2,1,3,1,1,8,0,1,2,1,1995,1,2,466,2,2,0,0,155,0,0,0,0,6,2009,0,0,239500
1135,60,5,57,8773,1,2,0,0,8,2,0,3,6,5,1997,1997,1,15,15,3,0,2,2,2,1,2,1,5,0,5,0,916,916,1,1,0,0,916,684,0,1600,0,0,2,1,3,1,2,7,0,1,2,1,1997,0,2,460,2,2,0,100,38,0,0,0,0,8,2007,0,0,169000
1136,30,7,60,6180,0,0,1,0,3,2,0,0,6,5,1926,1950,1,16,16,3,0,2,2,0,2,2,3,5,0,5,0,960,960,1,2,1,0,986,0,0,986,0,0,1,0,2,1,2,5,0,1,1,5,1926,2,1,180,2,2,0,0,128,0,0,0,0,5,2007,0,0,102000
1137,50,5,80,9600,0,0,0,0,12,2,0,1,6,5,1950,1950,1,15,15,3,0,2,2,1,2,2,3,2,280,5,0,752,1032,1,2,0,1,1032,220,0,1252,0,0,1,0,3,1,2,6,0,0,5,1,1950,2,1,288,2,2,0,0,0,96,0,0,0,4,2008,0,1,119000
1138,50,5,54,6342,0,0,0,0,19,1,0,1,5,8,1875,1996,1,15,15,3,0,2,1,1,2,2,3,5,0,5,0,780,780,1,1,1,0,780,240,0,1020,0,0,1,0,2,1,2,6,0,0,5,6,1978,3,0,0,5,5,2,0,0,176,0,0,0,5,2010,0,0,94000
1139,20,5,70,9819,1,0,0,1,11,2,0,0,6,5,1977,1977,1,10,7,3,0,2,2,2,2,2,0,1,1567,5,0,0,1567,1,2,0,0,1567,0,0,1567,1,0,2,0,2,1,1,5,0,2,2,1,1977,1,2,714,2,2,0,264,32,0,0,0,0,5,2009,0,0,196000
1140,30,5,98,8731,1,0,0,0,3,2,0,0,5,5,1920,1950,1,14,14,3,0,2,3,0,2,2,3,2,645,5,0,270,915,1,2,0,0,1167,0,0,1167,0,0,1,0,3,1,2,6,4,1,1,5,1972,2,2,495,2,2,0,0,0,216,0,126,0,5,2007,0,0,144000
1141,20,5,60,7350,0,0,1,0,12,2,0,0,5,7,1951,1951,1,6,6,3,0,2,2,1,2,2,2,1,852,5,0,100,952,1,2,0,0,952,0,0,952,1,0,1,0,2,1,2,4,0,0,5,5,1988,2,2,840,2,2,0,0,0,0,0,0,0,6,2008,4,1,139000
1142,60,5,70,10304,1,0,2,0,16,5,0,3,5,7,1976,1976,1,10,10,1,44,2,1,1,2,2,3,1,381,5,0,399,780,1,0,0,0,1088,780,0,1868,1,0,2,1,4,1,1,9,0,1,2,1,1976,2,2,484,2,2,0,448,96,0,0,0,0,10,2009,0,0,197500
1143,60,5,77,9965,0,0,0,0,5,2,0,3,8,5,2006,2007,3,15,15,4,340,1,2,2,0,2,0,0,1150,5,0,316,1466,1,0,0,0,1466,1362,0,2828,1,0,3,0,4,1,1,11,0,1,2,3,2006,1,3,1052,2,2,0,125,144,0,0,0,0,4,2007,3,5,424870
1144,20,5,70,9000,0,0,0,0,19,2,0,0,5,3,1959,1959,1,16,10,3,0,2,2,1,2,2,3,0,288,5,0,718,1006,1,2,0,0,1006,0,0,1006,0,0,1,0,3,1,2,5,0,0,5,6,1978,3,0,0,5,5,0,0,24,0,0,0,0,7,2008,0,0,80000
1145,190,5,60,12180,0,0,0,0,7,2,1,1,4,4,1941,1950,1,8,8,3,0,2,3,0,1,2,3,2,348,5,0,324,672,3,3,1,1,672,252,0,924,1,0,1,0,2,1,3,5,0,0,5,5,1941,2,1,280,2,2,0,0,0,0,0,0,0,7,2010,0,0,80000
1146,50,7,52,6240,0,0,0,0,3,2,0,1,5,6,1928,1950,1,8,8,3,0,2,2,0,2,2,3,5,0,5,0,1042,1042,1,0,0,0,1042,534,0,1576,0,0,1,0,3,1,2,8,0,1,1,5,1928,2,1,225,2,2,0,0,0,0,0,0,0,8,2006,0,4,149000
1147,20,5,70,11200,0,0,0,0,20,2,0,0,6,5,1985,1985,1,16,16,1,85,1,2,1,1,2,3,0,1258,5,0,40,1298,1,2,0,0,1298,0,0,1298,1,0,2,0,3,1,1,5,0,1,2,1,1985,2,2,403,2,2,0,165,26,0,0,0,0,5,2006,0,0,180000
1148,70,5,75,12000,0,1,0,0,6,2,0,3,7,7,1941,1950,1,8,8,3,0,2,2,1,2,2,3,3,275,5,0,429,704,1,0,0,0,860,704,0,1564,0,0,1,1,3,1,3,7,0,1,1,1,1941,2,1,234,2,2,0,0,0,0,0,0,0,7,2009,0,0,174500
1149,50,7,70,5700,0,0,0,0,17,2,0,1,7,7,1926,1950,1,16,16,3,0,2,2,2,2,2,3,5,0,5,0,572,572,1,2,0,0,572,539,0,1111,0,0,1,0,2,1,2,5,0,1,1,5,1982,2,1,288,2,2,0,0,0,176,0,0,0,8,2008,0,0,116900
1150,70,7,50,9000,0,0,0,0,17,0,0,3,7,9,1920,1988,3,15,15,3,0,2,1,2,2,2,3,1,624,5,0,26,650,1,0,0,0,832,650,0,1482,0,1,1,0,3,1,2,7,0,0,5,5,1930,2,2,324,2,2,0,0,0,0,0,0,0,7,2009,0,0,143000
1151,20,5,57,8280,1,0,0,0,12,2,0,0,6,5,1950,1950,1,3,3,3,0,2,2,1,2,2,3,5,0,5,0,932,932,1,0,0,1,932,0,0,932,0,0,1,0,2,1,1,4,0,1,1,1,1950,2,1,306,2,2,0,0,0,214,0,0,0,11,2007,0,0,124000
1152,20,5,134,17755,0,0,0,0,7,2,0,0,5,4,1959,1959,1,6,10,1,132,2,2,1,2,2,3,2,176,5,0,1290,1466,1,2,0,0,1466,0,0,1466,0,0,1,1,3,1,3,6,0,2,1,1,1959,0,2,528,2,2,0,0,140,0,0,100,0,11,2006,0,0,149900
1153,20,5,90,14115,1,0,0,0,6,2,0,0,6,7,1956,2004,1,13,13,3,0,2,2,2,2,2,3,1,296,0,547,230,1073,1,0,0,0,1811,0,0,1811,0,0,1,0,2,1,0,6,0,1,1,1,1956,0,2,470,2,2,0,0,0,280,0,0,0,7,2006,0,1,230000
1154,30,7,70,5890,0,0,1,0,9,2,0,0,6,8,1930,2007,1,16,16,3,0,1,1,0,2,2,1,1,538,5,0,278,816,1,0,0,0,816,0,0,816,0,0,1,0,2,1,2,5,0,0,5,5,2002,2,1,432,2,2,0,0,0,96,0,0,0,6,2008,0,0,120500
1155,60,5,70,13700,1,0,0,0,12,2,0,3,7,6,1965,1988,1,15,15,4,288,2,2,1,2,2,0,1,454,5,0,410,864,1,2,0,0,902,918,0,1820,0,0,1,2,4,1,1,8,0,2,1,1,1965,2,2,492,2,2,0,60,84,0,0,273,0,5,2008,0,0,201800
1156,20,5,90,10768,1,0,1,0,24,2,0,0,5,8,1976,2004,1,10,10,3,0,1,1,1,1,2,0,1,1157,5,0,280,1437,1,2,0,0,1437,0,0,1437,1,0,2,0,3,1,1,6,0,1,3,1,1976,1,2,528,2,2,0,0,21,0,0,180,0,7,2007,0,0,218000
1157,80,5,85,9350,0,0,0,0,12,2,0,7,5,8,1965,1999,1,3,3,3,0,2,1,2,2,2,0,1,633,5,0,586,1219,1,1,0,0,1265,0,0,1265,0,1,2,0,3,1,1,6,0,1,1,1,1965,1,2,502,2,2,0,0,92,0,96,0,0,10,2008,0,0,179900
1158,120,5,34,5001,1,0,0,0,15,2,4,0,7,5,2007,2008,1,15,15,4,166,1,2,2,1,2,3,0,904,5,0,410,1314,1,0,0,0,1314,0,0,1314,1,0,2,0,2,1,1,6,0,1,1,1,2008,1,2,626,2,2,0,172,62,0,0,0,0,7,2009,0,0,230000
1159,20,5,92,11932,0,0,3,0,21,1,0,0,8,5,2007,2008,1,15,15,4,186,1,2,2,1,2,3,5,0,5,0,1580,1580,1,0,0,0,1580,0,0,1580,0,0,2,0,3,1,1,7,0,0,5,1,2008,1,3,830,2,2,0,0,24,0,0,0,0,6,2008,8,5,235128
1160,60,5,76,9120,0,0,0,0,16,2,0,3,6,6,1974,1974,3,6,6,1,270,1,2,1,2,2,3,1,442,5,0,459,901,1,2,0,0,943,933,0,1876,0,0,2,1,4,1,1,8,0,1,2,1,1974,1,2,540,1,2,0,0,69,0,0,0,0,7,2008,0,0,185000
1161,160,5,24,2280,0,0,0,0,14,2,4,3,6,5,1978,1978,1,10,2,3,0,2,2,1,1,2,3,1,311,5,0,544,855,1,3,0,0,855,601,0,1456,0,0,2,1,3,1,2,7,0,1,2,1,1978,2,2,440,2,2,0,26,0,0,0,0,0,7,2010,0,0,146000
1162,20,5,70,14778,1,3,2,0,6,5,0,0,6,7,1954,2006,3,6,6,1,72,1,2,1,2,2,3,2,728,5,0,568,1296,1,0,0,0,1640,0,0,1640,1,0,1,0,3,1,1,7,0,1,1,5,1993,2,2,924,2,2,0,108,0,0,216,0,0,11,2008,0,0,224000
1163,20,5,109,8724,0,0,0,0,19,2,0,0,5,5,1968,1968,1,15,15,3,0,2,2,1,1,2,3,2,492,5,0,402,894,1,1,0,0,894,0,0,894,0,0,1,0,3,1,2,5,0,1,4,1,1968,0,2,450,2,2,0,0,0,0,0,0,0,5,2007,0,0,129000
1164,90,5,60,12900,0,0,0,0,19,1,2,6,4,4,1969,1969,1,10,10,3,0,2,2,1,1,2,1,0,1198,5,0,0,1198,1,2,0,0,1258,0,0,1258,2,0,0,2,0,2,2,6,0,0,5,4,1969,2,2,400,3,2,0,120,0,0,0,0,0,1,2008,0,3,108959
1165,80,5,70,16157,1,0,3,0,24,1,0,7,5,7,1978,1978,1,10,10,3,0,2,2,2,1,2,0,1,680,3,391,289,1360,1,0,0,0,1432,0,0,1432,1,0,1,1,2,1,1,5,0,1,2,1,1978,2,2,588,2,2,0,168,180,0,0,0,0,6,2007,0,0,194000
1166,20,5,79,9541,1,0,0,0,15,2,0,0,7,5,2009,2009,1,15,15,4,268,1,2,2,1,2,3,5,0,5,0,1502,1502,1,0,0,0,1502,0,0,1502,0,0,2,0,3,1,1,7,0,0,5,1,2009,1,2,644,2,2,0,0,114,0,0,0,0,9,2009,3,5,233170
1167,20,5,64,10475,1,0,1,0,5,2,0,0,8,5,2008,2008,1,15,15,4,72,1,2,2,1,2,1,5,0,5,0,1694,1694,1,0,0,0,1694,0,0,1694,0,0,2,0,3,1,1,7,0,0,5,1,2008,1,3,776,2,2,0,160,33,0,0,0,0,2,2010,0,0,245350
1168,60,5,58,10852,1,0,0,0,8,4,0,3,6,5,2000,2000,1,15,15,3,0,2,2,2,1,2,3,0,786,5,0,173,959,1,0,0,0,959,712,0,1671,1,0,2,1,3,1,2,7,0,1,2,1,2000,0,2,472,2,2,0,0,38,0,0,0,0,2,2006,0,0,173000
1169,70,5,120,13728,0,0,1,0,7,2,0,3,6,7,1935,1986,3,14,14,3,0,2,2,1,2,2,3,3,626,5,0,501,1127,1,0,0,0,1236,872,0,2108,0,0,2,0,4,1,1,7,0,2,2,2,1935,2,2,540,2,2,0,0,0,0,0,90,0,7,2008,0,0,235000
1170,60,5,118,35760,1,0,2,0,13,2,0,3,10,5,1995,1996,3,6,6,1,1378,1,1,2,0,2,0,0,1387,5,0,543,1930,1,0,0,0,1831,1796,0,3627,1,0,3,1,4,1,1,10,0,1,2,1,1995,0,3,807,2,2,0,361,76,0,0,0,0,7,2006,0,0,625000
1171,80,5,76,9880,0,0,0,0,11,2,0,7,6,6,1977,1977,1,10,10,3,0,2,2,1,2,2,1,1,522,5,0,574,1096,1,2,0,0,1118,0,0,1118,1,0,1,0,3,1,2,6,0,1,4,1,1977,0,1,358,2,2,0,203,0,0,0,0,0,7,2008,0,0,171000
1172,20,5,76,9120,0,0,0,0,12,2,0,0,6,6,1958,1958,3,8,8,3,0,2,2,1,2,2,3,1,662,5,0,599,1261,1,0,0,0,1261,0,0,1261,1,0,1,0,3,1,2,6,0,1,2,1,1958,1,2,433,2,2,0,0,0,0,0,288,1400,11,2008,0,0,163000
1173,160,2,35,4017,1,0,0,0,21,2,3,3,7,5,2006,2007,1,8,8,3,0,1,2,2,1,2,3,5,0,5,0,625,625,1,0,0,0,625,625,0,1250,0,0,2,1,2,1,1,5,0,0,5,5,2006,0,2,625,2,2,0,0,54,0,0,0,0,3,2008,0,0,171900
1174,50,5,138,18030,1,1,0,0,4,2,0,1,5,6,1946,1994,1,8,8,3,0,2,2,1,2,2,3,3,152,2,469,977,1598,1,2,0,0,1636,971,479,3086,0,0,3,0,3,1,0,12,4,1,1,6,1978,3,0,0,5,5,0,122,0,0,0,0,0,3,2007,0,0,200500
1175,70,5,80,16560,1,0,0,0,6,2,0,3,6,8,1932,1950,1,16,16,3,0,2,2,0,1,2,3,3,503,5,0,449,952,1,2,0,0,1170,1175,0,2345,0,0,2,1,4,1,2,9,0,1,1,5,1932,2,2,360,2,2,0,0,0,0,0,0,0,7,2006,0,0,239000
1176,50,5,85,10678,0,0,0,0,13,2,0,1,8,5,1992,2000,3,6,6,1,337,1,2,2,1,2,3,0,700,5,0,983,1683,1,0,0,0,2129,743,0,2872,0,0,2,1,4,1,1,9,0,1,2,1,1992,0,2,541,2,2,0,0,33,0,0,0,0,4,2007,0,0,285000
1177,20,5,37,6951,1,0,2,0,11,2,0,0,5,5,1984,1985,1,6,10,3,0,2,2,1,2,2,3,1,658,5,0,218,876,1,2,0,0,923,0,0,923,1,0,1,0,3,1,2,5,0,0,5,1,1984,2,1,264,2,2,0,362,0,0,0,0,0,10,2008,0,0,119500
1178,50,7,70,3950,0,1,0,0,17,0,0,1,6,8,1926,2004,1,8,8,3,0,2,2,1,2,2,3,3,468,5,0,350,818,1,2,0,0,818,406,0,1224,0,0,1,0,3,1,2,5,0,0,5,5,1926,2,1,210,2,2,2,0,0,116,0,0,0,12,2009,0,0,115000
1179,50,5,54,7681,1,0,3,0,6,2,0,1,5,6,1921,1950,1,16,16,3,0,2,2,0,2,2,3,5,0,5,0,731,731,1,0,0,0,820,523,0,1343,0,0,1,1,3,1,2,7,0,1,1,5,1921,2,1,186,3,2,0,192,0,102,0,0,0,7,2009,0,0,154900
1180,20,5,77,8335,0,0,1,0,7,2,0,0,5,5,1954,1954,1,16,16,3,0,2,2,3,5,5,4,6,0,6,0,0,0,1,1,0,0,1124,0,0,1124,0,0,1,0,3,1,2,5,2,1,1,6,1978,3,0,0,5,5,2,0,36,190,0,0,0,4,2006,0,0,93000
1181,60,5,70,11170,2,0,1,0,23,2,0,3,7,5,1990,1991,1,8,8,3,0,2,2,5,1,2,3,4,1216,5,0,0,1216,1,0,0,0,1298,1216,0,2514,0,0,2,1,4,1,2,8,0,0,5,1,1990,0,2,693,2,2,0,0,0,0,0,0,0,4,2006,0,0,250000
1182,120,7,64,5587,1,2,0,1,6,2,3,0,8,5,2008,2008,3,5,5,4,186,0,2,2,0,2,0,0,1480,5,0,120,1600,1,0,0,0,1652,0,0,1652,1,1,2,0,2,1,1,5,0,1,1,1,2008,0,2,482,2,2,0,162,53,0,153,0,0,11,2008,3,5,392500
1183,60,5,160,15623,1,0,1,0,13,2,0,3,10,5,1996,1996,3,16,7,3,0,1,2,2,0,2,1,0,2096,5,0,300,2396,1,0,0,0,2411,2065,0,4476,1,0,3,1,4,1,0,10,0,2,2,1,1996,0,3,813,2,2,0,171,78,0,0,0,0,7,2007,0,1,745000
1184,30,5,60,10800,0,0,0,0,17,2,0,0,5,6,1920,1950,3,14,14,3,0,2,2,0,2,2,3,3,821,5,0,299,1120,1,0,0,0,1130,0,0,1130,1,0,1,0,2,1,2,5,0,1,1,5,1970,2,2,720,2,2,0,229,0,0,0,0,0,6,2006,0,0,120000
1185,20,5,50,35133,0,0,0,1,23,2,0,0,5,4,1963,1963,3,8,8,1,226,2,2,1,2,2,0,3,1159,5,0,413,1572,1,1,0,0,1572,0,0,1572,1,0,1,1,3,1,2,5,0,2,2,0,1963,1,3,995,2,2,0,0,263,0,0,263,0,5,2007,0,0,186700
1186,50,5,60,9738,0,0,0,0,7,2,0,1,5,7,1924,1950,1,0,0,3,0,2,1,0,2,2,3,2,392,5,0,392,784,1,1,0,0,949,272,0,1221,1,0,1,0,4,1,2,7,0,0,5,1,1965,2,1,392,2,2,0,0,0,236,0,0,0,3,2006,0,0,104900
1187,190,5,107,10615,1,1,1,1,17,0,1,3,3,5,1900,1970,1,6,6,3,0,2,2,1,3,2,2,2,440,5,0,538,978,1,2,0,0,1014,685,0,1699,1,0,2,0,3,2,2,7,0,0,5,4,1920,2,2,420,3,3,0,0,74,0,0,0,0,8,2009,0,1,95000
1188,20,5,89,12461,0,0,1,0,13,2,0,0,8,5,1994,1995,1,7,7,3,0,1,2,2,1,2,3,0,1456,5,0,168,1624,1,0,0,0,1624,0,0,1624,1,0,2,0,2,1,1,5,0,1,3,1,1994,1,3,757,2,2,0,0,114,192,0,0,0,7,2006,0,0,262000
1189,60,5,68,8935,1,0,0,0,5,2,0,3,7,5,2002,2002,1,15,15,1,95,1,2,2,1,2,3,5,0,5,0,831,831,1,0,0,0,831,829,0,1660,0,0,2,1,3,1,1,7,0,0,5,1,2002,1,2,493,2,2,0,144,68,0,0,0,0,7,2009,0,0,195000
1190,60,5,60,7500,0,0,0,0,8,2,0,3,7,5,1999,1999,1,15,15,3,0,2,2,2,2,2,3,5,0,5,0,994,994,1,1,0,0,1028,776,0,1804,0,0,2,1,3,1,1,7,0,1,2,1,1999,0,2,442,2,2,0,140,60,0,0,0,0,6,2010,0,0,189000
1191,190,5,70,32463,0,3,0,1,11,2,1,0,4,4,1961,1975,1,8,8,4,149,2,1,1,2,2,1,2,1159,5,0,90,1249,1,0,0,0,1622,0,0,1622,1,0,1,0,3,1,2,7,0,1,2,0,1975,0,4,1356,2,2,0,439,0,0,0,0,0,3,2007,0,0,168000
1192,160,2,24,2645,0,0,0,0,21,2,4,3,8,5,1999,2000,1,8,8,1,456,1,2,2,1,2,3,5,0,5,0,776,776,1,0,0,0,764,677,0,1441,0,0,2,1,2,1,1,5,0,0,5,5,1999,2,2,492,2,2,0,206,0,0,0,0,0,11,2007,0,0,174000
1193,50,7,60,9600,0,0,0,0,17,2,0,1,5,8,1925,1994,2,15,15,3,0,2,2,2,2,2,2,5,0,5,0,702,702,1,1,0,0,842,630,0,1472,0,0,1,0,3,1,1,6,0,0,5,5,1925,2,1,250,2,3,1,0,0,84,0,0,0,7,2007,0,0,125000
1194,120,7,70,4500,0,0,3,0,11,2,3,0,6,5,1999,1999,3,15,15,1,425,2,2,2,0,2,3,0,883,5,0,341,1224,1,0,0,0,1224,0,0,1224,1,0,2,0,2,1,2,5,0,0,5,1,1999,0,2,402,2,2,0,0,304,0,0,0,0,6,2009,0,0,165000
1195,60,5,80,9364,0,0,1,0,19,2,0,3,6,7,1969,1969,1,6,6,4,143,2,2,1,2,2,3,1,371,5,0,292,663,1,2,0,0,663,689,0,1352,0,0,1,1,4,1,2,7,0,0,5,1,1969,0,1,299,2,2,0,379,36,0,0,0,0,3,2010,0,0,158000
1196,60,5,51,8029,1,0,0,0,8,2,0,3,6,5,2005,2005,1,15,15,3,0,2,2,2,1,2,3,5,0,5,0,728,728,1,0,0,0,728,728,0,1456,0,0,2,1,3,1,1,8,0,0,5,1,2005,0,2,400,2,2,0,100,24,0,0,0,0,7,2008,0,0,176000
1197,60,5,58,14054,1,0,0,0,8,2,0,3,7,5,2006,2006,1,15,15,3,0,1,2,2,1,2,1,5,0,5,0,879,879,1,0,0,0,879,984,0,1863,0,0,2,1,4,1,1,9,0,1,1,3,2006,0,3,660,2,2,0,100,17,0,0,0,0,11,2006,3,5,219210
1198,75,7,65,8850,1,1,1,0,17,2,0,5,7,6,1916,1950,1,8,8,3,0,2,2,0,2,2,3,5,0,5,0,815,815,1,0,0,0,815,875,0,1690,0,0,1,0,3,1,2,7,0,1,1,5,1916,2,1,225,2,2,0,0,0,330,0,0,0,7,2006,6,0,144000
1199,20,5,70,9100,0,0,0,0,5,2,0,0,7,5,2001,2001,1,15,15,3,0,1,2,2,1,2,3,5,0,5,0,1212,1212,1,0,0,0,1212,0,0,1212,0,0,2,0,3,1,1,6,0,0,5,1,2001,1,2,573,2,2,0,356,0,0,0,0,0,6,2009,0,0,178000
1200,20,5,75,11235,0,0,0,0,19,2,0,0,4,5,1963,1979,1,6,6,1,51,2,2,1,2,2,3,3,547,5,0,504,1051,1,1,0,0,1382,0,0,1382,0,0,1,1,3,1,2,6,0,1,4,1,1974,2,2,459,2,2,0,0,82,0,0,0,0,10,2006,0,0,148000
1201,20,5,71,9353,0,0,0,0,12,2,0,0,4,5,1970,1970,1,8,8,3,0,2,2,1,2,2,3,5,0,5,0,864,864,1,1,0,0,864,0,0,864,0,0,1,0,3,1,2,5,0,0,5,1,1972,2,1,280,2,2,0,0,0,0,0,0,0,7,2006,9,1,116050
1202,60,5,80,10400,0,0,1,0,5,2,0,3,7,5,1998,1998,1,15,15,3,0,2,2,2,1,2,1,5,0,5,0,866,866,1,0,0,0,866,913,0,1779,0,0,2,1,3,1,1,6,0,0,5,1,1998,1,2,546,2,2,0,198,36,0,0,0,0,3,2009,0,0,197900
1203,50,7,50,6000,0,0,1,0,3,2,0,1,5,8,1925,1997,1,16,16,3,0,2,2,0,2,2,3,5,0,5,0,884,884,1,0,0,0,884,464,0,1348,1,0,1,0,3,1,2,5,0,1,3,5,1960,2,1,216,2,2,2,0,0,208,0,0,0,5,2009,0,0,117000
1204,20,5,75,9750,0,0,0,0,5,2,0,0,7,5,2000,2001,1,15,15,1,171,1,2,2,1,2,3,5,0,5,0,1630,1630,1,0,0,0,1630,0,0,1630,0,0,2,0,3,1,1,6,0,1,2,1,2000,2,2,451,2,2,0,74,234,0,0,0,0,10,2009,0,0,213000
1205,20,5,78,10140,0,0,0,0,16,2,0,0,5,6,1975,1975,1,6,6,3,0,2,2,1,1,2,3,1,788,5,0,268,1056,1,0,0,0,1074,0,0,1074,1,0,1,1,3,1,2,6,0,0,5,1,1975,1,2,495,2,2,0,0,88,0,0,0,0,7,2006,0,0,153500
1206,20,5,90,14684,1,0,2,0,20,2,0,0,7,7,1990,1991,3,6,6,1,234,1,2,1,1,2,2,1,485,2,177,1496,2158,1,1,0,0,2196,0,0,2196,0,0,2,0,3,1,1,7,0,1,2,1,1990,1,3,701,2,2,0,84,70,0,0,0,0,6,2009,0,0,271900
1207,20,4,70,8900,0,0,0,0,20,2,0,0,4,4,1966,1966,1,6,6,3,0,2,2,1,2,2,3,3,1056,5,0,0,1056,1,2,0,0,1056,0,0,1056,1,0,1,0,2,1,2,5,0,0,5,5,1966,2,1,384,2,2,0,0,42,0,0,0,0,11,2006,0,0,107000
